blocker_type,feature_introduced,move_limit,objective_type,objective_amount,avg_daily_wins_before_first_attempt,avg_daily_attempts_before_first_attempt,avg_active_day_on_first_attempt,near_loss_wins_2_or_less_moves,near_win_losses_5_percent_or_less_objective,level_number,labeled_difficulty,median_attempts_per_winner,players,mid_match_quits,attempts,wins,first_attempt_win_streak_tier_0,first_attempt_win_streak_tier_1,first_attempt_win_streak_tier_2,first_attempt_win_streak_tier_3,median_moves_remaining_win,median_objective_pct_remaining_loss,median_base_coins_rewarded_win,median_move_coins_rewarded,first_attempt_winstreak_tier_1_wins,first_attempt_winstreak_tier_2_wins,first_attempt_winstreak_tier_3_wins,extra_moves_offered,extra_moves_purchased,extra_moves_wins,gold_extra_move_purchased,median_pgb_inventory_amount_first_attempt,median_igb_inventory_amount_first_attempt,median_gold_inventory_amount_first_attempt,median_customer_gold_inventory_amount_first_attempt,median_90th_percentile_customer_gold_inventory_amount_first_attempt,median_95th_percentile_customer_gold_inventory_amount_first_attempt,median_99th_percentile_customer_gold_inventory_amount_first_attempt,pgb_purchased,gold_pgb_sink,pgb_amount_used,igb_purchased,igb_gold_pbg_sink,igb_amount_used,average_moves_coins_rewarded,balance_patch_version,retained_players_to_next_level
bubble bubble_spawner candy licorice_machine popcorn_kernel,,30,bubble licorice popped_kernel,90,54.38095238095238,110.9047619047619,65.38095238095238,0,0,736,normal,1.0,21,0,21,21,0,9,0,12,10.0,,,,9,0,12,,0,0,,34.0,8.0,1004.0,497.0,1004.0,1004.0,1004.0,,,11,,,,,1.0.1746,21
bubble bubble_spawner candy licorice_machine popcorn_kernel,,30,bubble licorice popped_kernel,90,25.52173913043478,53.95652173913044,114.04347826086956,2,0,736,normal,1.0,23,0,23,23,0,13,0,10,10.0,,,,13,0,10,,0,0,,10.0,5.0,1781.0,4004.5,7672.0,7672.0,7672.0,,,10,,,,,1.0.1781,23
bubble bubble_spawner candy licorice_machine popcorn_kernel,,30,bubble licorice popped_kernel,90,18.23076923076923,41.0,101.76923076923077,0,0,736,normal,1.0,13,0,13,13,0,6,0,7,11.0,,,,6,0,7,,0,0,,13.0,9.0,1910.0,923.5,2207.0,2207.0,2207.0,,,9,,,,,1.0.1820,13
bubble bubble_spawner candy licorice_machine popcorn_kernel,,30,bubble licorice popped_kernel,90,34.75,73.6875,66.4375,1,0,736,normal,1.0,16,0,16,16,0,3,0,13,12.0,,,,3,0,13,,0,0,,86.5,24.0,10523.0,7086.0,43725.0,43725.0,43725.0,,,11,,,,,1.0.1895,16
candy milkshake waffle,,31,popped_kernel waffle,62,55.38095238095238,112.9047619047619,65.38095238095238,8,0,737,normal,1.0,21,0,22,22,0,0,9,12,3.0,0.08064516129032258,,,0,9,11,1,1,1,,34.0,8.0,1026.0,517.0,1026.0,1026.0,1026.0,,,11,,,,,1.0.1746,21
candy milkshake waffle,,31,popped_kernel waffle,62,26.52173913043478,55.95652173913044,114.04347826086956,7,0,737,normal,1.0,23,2,31,29,0,0,13,10,5.5,0.08064516129032258,,,0,8,10,7,2,2,,10.0,5.0,1807.0,4042.5,7714.0,7714.0,7714.0,,,19,,,,,1.0.1781,23
candy milkshake waffle,,31,popped_kernel waffle,62,19.23076923076923,43.0,101.76923076923077,5,3,737,normal,1.0,13,0,17,17,0,0,6,7,4.0,0.04032258064516129,,,0,4,7,4,1,1,,13.0,9.0,2186.0,961.0,2225.0,2225.0,2225.0,,,12,,,,,1.0.1820,13
candy milkshake waffle,,31,popped_kernel waffle,62,35.75,75.6875,66.4375,5,0,737,normal,1.0,16,1,17,16,0,0,3,13,4.0,,,,0,3,13,,3,3,,86.5,24.0,10615.5,7143.0,43777.0,43777.0,43777.0,,,11,,,,,1.0.1895,16
blueberry_melon candy jelly soda,,30,jelly melon_slice soda,66,56.142857142857146,114.42857142857143,65.42857142857143,2,0,738,normal,1.0,21,0,21,21,0,1,0,20,11.0,,,,1,0,20,,0,0,,34.0,8.0,1054.0,537.0,1054.0,1054.0,1054.0,,,11,,,,,1.0.1746,21
blueberry_melon candy jelly soda,,30,jelly melon_slice soda,66,29.0,61.04545454545455,109.0,4,0,738,normal,1.0,22,0,22,22,0,4,0,18,8.5,,,,4,0,18,,0,0,,10.5,5.5,1355.5,4064.5,7729.0,7729.0,7729.0,,,12,,,,,1.0.1781,22
blueberry_melon candy jelly soda,,30,jelly melon_slice soda,66,20.0,44.53846153846154,101.84615384615384,1,1,738,normal,1.0,13,0,14,14,0,2,0,11,9.0,0.015151515151515152,,,1,0,11,1,0,0,,13.0,9.0,2202.0,596.5,2253.0,2253.0,2253.0,,,7,,,,,1.0.1820,13
blueberry_melon candy jelly soda,,30,jelly melon_slice soda,66,36.75,77.75,66.4375,1,0,738,normal,1.0,16,0,16,16,0,0,0,16,9.5,,,,0,0,16,,0,0,,86.5,24.5,10736.5,7197.0,42895.0,42895.0,42895.0,,,9,,,,,1.0.1895,16
candy coffee_cup macarons,,32,macarons marshmallow,51,54.72727272727273,111.5909090909091,65.95454545454545,14,1,739,super_hard,2.5,21,14,156,142,0,0,1,21,1.0,0.27450980392156865,,,0,0,7,123,13,7,,33.5,7.5,1072.0,561.0,1076.0,1076.0,1076.0,,,88,,,,,1.0.1746,21
candy coffee_cup macarons,,32,macarons marshmallow,51,30.0,63.04545454545455,109.0,13,3,739,super_hard,2.5,23,23,157,134,0,0,4,18,1.5,0.29411764705882354,,,0,0,7,117,14,7,,10.5,5.5,1374.5,4096.0,7762.0,7762.0,7762.0,,,74,,,,,1.0.1781,22
candy coffee_cup macarons,,32,macarons marshmallow,51,21.076923076923077,46.69230769230769,101.84615384615384,8,0,739,super_hard,3.0,13,42,151,109,0,1,1,11,2.0,0.3137254901960784,,,0,0,5,100,6,4,,13.0,9.0,2231.0,636.5,2490.0,2490.0,2490.0,,,32,,,,,1.0.1820,13
candy coffee_cup macarons,,32,macarons marshmallow,51,37.5,79.25,66.5,11,0,739,super_hard,1.0,16,13,85,72,0,0,0,16,1.0,0.29411764705882354,,,0,0,13,56,10,4,,87.0,24.5,10760.0,7249.0,42953.0,42953.0,42953.0,,,31,,,,,1.0.1895,16
bomb bubble bubble_spawner candy,,27,bubble,111,54.4,110.6,67.0,1,0,740,normal,1.0,20,0,20,20,0,13,0,7,8.5,,,,13,0,7,,0,0,,33.5,8.0,1203.0,622.0,726.0,726.0,726.0,,,12,,,,,1.0.1746,20
bomb bubble bubble_spawner candy,,27,bubble,111,19.227272727272727,40.22727272727273,111.36363636363636,6,1,740,normal,1.0,22,0,23,23,0,15,0,7,7.0,0.009009009009009009,,,14,0,7,1,0,0,,13.0,4.0,1396.0,4111.5,7419.0,7419.0,7419.0,,,21,,,,,1.0.1781,22
bomb bubble bubble_spawner candy,,27,bubble,111,14.636363636363637,31.454545454545453,107.0,2,0,740,normal,1.0,11,0,11,11,0,7,0,4,4.0,,,,7,0,4,,0,0,,28.0,13.0,1943.0,1480.0,1943.0,1943.0,1943.0,,,5,,,,,1.0.1820,11
bomb bubble bubble_spawner candy,,27,bubble,111,32.64705882352941,69.47058823529412,71.70588235294117,2,1,740,normal,1.0,17,0,19,19,0,3,0,14,8.0,0.06306306306306306,,,2,0,14,2,0,0,,77.0,23.0,7404.0,7404.0,38422.0,38422.0,38422.0,,,13,,,,,1.0.1895,17
candy caramel milkshake soda soda_can,,28,caramel soda soda_can,72,55.4,112.6,67.0,7,2,741,normal,1.0,20,0,27,27,0,0,13,7,4.0,0.125,,,0,7,7,7,5,3,,33.5,8.0,1237.5,642.0,773.0,773.0,773.0,,,17,,,,,1.0.1746,20
candy caramel milkshake soda soda_can,,28,caramel soda soda_can,72,20.136363636363637,42.04545454545455,111.4090909090909,8,3,741,normal,1.0,22,3,43,40,0,0,15,7,4.0,0.18055555555555552,,,0,7,6,18,2,2,,15.0,4.5,1506.0,4144.0,7453.0,7453.0,7453.0,,,27,,,,,1.0.1781,22
candy caramel milkshake soda soda_can,,28,caramel soda soda_can,72,15.636363636363637,33.45454545454545,107.0,7,1,741,normal,1.0,11,1,31,30,0,0,7,4,2.0,0.2638888888888889,,,0,2,4,19,0,0,,28.0,14.0,1971.0,1500.0,1971.0,1971.0,1971.0,,,5,,,,,1.0.1820,11
candy caramel milkshake soda soda_can,,28,caramel soda soda_can,72,31.235294117647058,66.47058823529412,71.82352941176471,6,2,741,normal,1.0,17,1,29,28,0,1,2,14,3.0,0.125,,,0,0,13,11,2,2,,77.0,23.0,7428.0,7428.0,38467.0,38467.0,38467.0,,,16,,,,,1.0.1895,17
blueberry_melon candy coffee_cup jelly marshmallow,,30,blueberry marshmallow,21,54.04761904761905,109.85714285714286,70.80952380952381,5,0,742,normal,1.0,21,0,22,22,0,6,0,15,6.0,0.5714285714285714,,,5,0,15,1,1,1,,33.0,8.0,1229.0,654.0,798.0,798.0,798.0,,,15,,,,,1.0.1746,21
blueberry_melon candy coffee_cup jelly marshmallow,,30,blueberry marshmallow,21,21.045454545454547,43.90909090909091,111.63636363636364,5,1,742,normal,1.0,22,1,25,24,0,9,0,13,5.0,0.14285714285714285,,,7,0,13,2,2,2,,15.5,4.5,1457.5,3713.5,6571.0,6571.0,6571.0,,,17,,,,,1.0.1781,22
blueberry_melon candy coffee_cup jelly marshmallow,,30,blueberry marshmallow,21,18.363636363636363,39.0,107.0,5,0,742,normal,1.0,11,0,11,11,0,5,0,6,3.0,,,,5,0,6,,0,0,,28.0,13.0,1990.0,1525.0,1990.0,1990.0,1990.0,,,4,,,,,1.0.1820,11
blueberry_melon candy coffee_cup jelly marshmallow,,30,blueberry marshmallow,21,32.470588235294116,69.0,71.88235294117646,3,0,742,normal,1.0,17,0,17,17,0,4,0,13,6.0,,,,4,0,13,,0,0,,79.0,23.0,7451.0,7451.0,38505.0,38505.0,38505.0,,,9,,,,,1.0.1895,17
candy macarons milkshake popcorn_kernel,,28,macarons popped_kernel,52,55.095238095238095,111.95238095238095,70.80952380952381,12,3,743,normal,1.0,21,3,78,75,0,1,5,15,2.0,0.22115384615384617,,,0,3,9,55,7,5,,33.0,8.0,1245.0,674.0,842.0,842.0,842.0,,,56,,,,,1.0.1746,21
candy macarons milkshake popcorn_kernel,,28,macarons popped_kernel,52,20.90909090909091,43.59090909090909,111.68181818181819,10,8,743,normal,3.0,22,15,98,83,0,2,7,13,3.0,0.23076923076923078,,,0,0,5,63,8,5,,15.5,4.5,1472.0,3290.5,5688.0,5688.0,5688.0,,,47,,,,,1.0.1781,22
candy macarons milkshake popcorn_kernel,,28,macarons popped_kernel,52,19.363636363636363,41.0,107.0,6,3,743,normal,3.0,11,8,47,39,0,0,5,6,2.0,0.25,,,0,1,3,29,7,6,,28.0,12.0,2004.0,1549.0,2004.0,2004.0,2004.0,,,10,,,,,1.0.1820,11
candy macarons milkshake popcorn_kernel,,28,macarons popped_kernel,52,32.470588235294116,69.0,72.41176470588235,9,1,743,normal,1.0,17,0,34,34,0,0,4,13,2.0,0.23076923076923078,,,0,1,13,19,8,5,,79.0,26.0,7498.0,7498.0,38540.0,38540.0,38540.0,,,14,,,,,1.0.1895,17
candy ice_cream popcorn_machine,,28,ice_cream popcorn_cup,58,54.333333333333336,110.52380952380952,70.9047619047619,3,0,744,normal,1.0,21,1,23,22,0,9,0,12,6.0,0.05172413793103448,,,8,0,12,1,1,1,,33.0,6.0,870.0,698.0,856.0,856.0,856.0,,,11,,,,,1.0.1746,21
candy ice_cream popcorn_machine,,28,ice_cream popcorn_cup,58,22.40909090909091,47.09090909090909,111.86363636363636,3,1,744,normal,1.0,22,0,27,27,0,17,0,5,6.0,0.05172413793103448,,,13,0,5,5,0,0,,15.5,4.0,1291.5,3111.5,5314.0,5314.0,5314.0,,,16,,,,,1.0.1781,22
candy ice_cream popcorn_machine,,28,ice_cream popcorn_cup,58,16.0,34.63636363636363,108.0,6,1,744,normal,1.0,11,0,12,12,0,7,0,4,2.0,0.017241379310344827,,,6,0,4,1,1,1,,29.0,9.0,1120.0,1120.0,1153.0,1153.0,1153.0,,,5,,,,,1.0.1820,11
candy ice_cream popcorn_machine,,28,ice_cream popcorn_cup,58,31.941176470588236,67.58823529411765,72.58823529411765,3,1,744,normal,1.0,17,0,18,18,0,3,0,14,6.0,0.034482758620689655,,,2,0,14,1,1,1,,79.0,26.0,6726.0,6623.0,38569.0,38569.0,38569.0,,,9,,,,,1.0.1895,17
candy coffee_cup cookie melon_plant,,30,cookie marshmallow melon_plant melon_slice,44,55.38095238095238,112.66666666666667,70.9047619047619,14,2,745,hard,1.0,21,10,78,68,0,1,8,12,1.0,0.36363636363636365,,,0,2,9,47,6,3,,34.0,8.0,1286.0,885.0,1124.0,1124.0,1124.0,,,35,,,,,1.0.1746,21
candy coffee_cup cookie melon_plant,,30,cookie marshmallow melon_plant melon_slice,44,23.636363636363637,49.54545454545455,111.86363636363636,13,5,745,hard,5.0,24,22,156,134,0,4,13,5,1.0,0.3181818181818182,,,0,3,4,114,4,3,,13.5,4.5,1322.0,3124.5,5326.0,5326.0,5326.0,,,71,,,,,1.0.1781,23
candy coffee_cup cookie melon_plant,,30,cookie marshmallow melon_plant melon_slice,44,16.0,34.63636363636363,108.0909090909091,3,1,745,hard,2.0,11,1,31,30,0,1,6,4,3.0,0.3977272727272727,,,0,3,2,20,2,2,,29.0,9.0,1028.0,683.0,1176.0,1176.0,1176.0,,,7,,,,,1.0.1820,11
candy coffee_cup cookie melon_plant,,30,cookie marshmallow melon_plant melon_slice,44,33.0,69.70588235294117,72.58823529411765,12,2,745,hard,1.0,17,5,38,33,0,1,2,14,2.0,0.2954545454545454,,,0,0,11,17,3,2,,79.0,26.0,6736.0,6657.0,38613.0,38613.0,38613.0,,,16,,,,,1.0.1895,17
candy licorice_machine macarons soda,,30,licorice macarons soda,101,55.57142857142857,113.0,71.0952380952381,1,0,746,normal,1.0,21,0,22,22,0,10,0,11,7.0,0.09900990099009901,,,9,0,11,1,0,0,,37.0,7.0,1392.0,589.0,987.0,987.0,987.0,,,11,,,,,1.0.1746,21
candy licorice_machine macarons soda,,30,licorice macarons soda,101,17.91304347826087,38.08695652173913,111.3913043478261,4,1,746,normal,1.0,23,0,27,27,0,15,0,8,10.0,0.06435643564356436,,,13,0,7,4,0,0,,11.0,5.0,1737.0,128.0,128.0,128.0,128.0,,,12,,,,,1.0.1781,23
candy licorice_machine macarons soda,,30,licorice macarons soda,101,18.6,40.0,109.3,0,0,746,normal,1.0,10,0,10,10,0,5,0,5,10.5,,,,5,0,5,,0,0,,29.5,7.0,1017.5,635.5,786.0,786.0,786.0,,,4,,,,,1.0.1820,10
candy licorice_machine macarons soda,,30,licorice macarons soda,101,34.411764705882355,72.6470588235294,72.70588235294117,4,0,746,normal,1.0,17,0,17,17,0,6,0,11,6.0,,,,6,0,11,,1,1,,77.0,21.0,6839.0,6775.0,38718.0,38718.0,38718.0,,,11,,,,,1.0.1895,17
bubble bubble_spawner candy waffle,,30,bubble waffle,82,59.3,120.45,69.95,5,1,747,normal,1.0,20,1,24,23,0,1,8,11,4.0,0.13414634146341464,,,0,6,11,3,1,1,,43.5,7.0,1580.0,608.0,1010.0,1010.0,1010.0,,,13,,,,,1.0.1746,20
bubble bubble_spawner candy waffle,,30,bubble waffle,82,19.043478260869566,40.30434782608695,111.47826086956522,4,1,747,normal,1.0,23,2,31,29,0,3,13,7,6.0,0.13414634146341464,,,2,12,6,6,0,0,,10.0,5.0,1773.0,154.0,154.0,154.0,154.0,,,15,,,,,1.0.1781,23
bubble bubble_spawner candy waffle,,30,bubble waffle,82,19.6,42.0,109.3,3,0,747,normal,1.5,10,0,17,17,0,0,5,5,4.0,0.08536585365853659,,,0,1,4,7,0,0,,29.5,7.0,1049.0,667.5,830.0,830.0,830.0,,,4,,,,,1.0.1820,10
bubble bubble_spawner candy waffle,,30,bubble waffle,82,35.411764705882355,74.6470588235294,72.70588235294117,2,0,747,normal,1.0,17,0,17,17,0,0,6,11,9.0,,,,0,6,11,,0,0,,77.0,21.0,6875.0,6794.0,38795.0,38795.0,38795.0,,,13,,,,,1.0.1895,17
candy jelly jelly_pot popcorn_kernel,,30,jelly jelly_pot popped_kernel,51,58.15,118.1,70.0,2,3,748,normal,1.0,20,1,24,23,0,3,0,17,8.0,0.0196078431372549,,,3,0,16,3,0,0,,43.5,7.0,1731.5,622.0,1031.0,1031.0,1031.0,,,11,,,,,1.0.1746,20
candy jelly jelly_pot popcorn_kernel,,30,jelly jelly_pot popped_kernel,51,19.08695652173913,40.43478260869565,111.56521739130434,6,1,748,normal,1.0,23,0,26,26,0,3,2,18,6.0,0.058823529411764705,,,2,1,17,3,0,0,,10.0,6.0,1809.0,185.0,185.0,185.0,185.0,,,7,,,,,1.0.1781,23
candy jelly jelly_pot popcorn_kernel,,30,jelly jelly_pot popped_kernel,51,18.2,39.0,109.5,3,0,748,normal,1.0,10,0,11,11,0,5,0,5,4.5,0.1568627450980392,,,4,0,5,1,0,0,,29.5,8.5,1068.0,694.5,852.0,852.0,852.0,,,1,,,,,1.0.1820,10
candy jelly jelly_pot popcorn_kernel,,30,jelly jelly_pot popped_kernel,51,36.11764705882353,76.05882352941177,72.76470588235294,3,0,748,normal,1.0,17,0,17,17,0,0,0,17,5.0,,,,0,0,17,,0,0,,77.0,21.0,7564.0,6845.0,38812.0,38812.0,38812.0,,,13,,,,,1.0.1895,17
candy ice_cream licorice_machine milkshake popcorn_kernel,,29,ice_cream licorice popped_kernel,70,46.3,94.4,70.5,9,1,749,super_hard,2.0,20,7,81,74,0,1,3,16,3.0,0.15714285714285714,,,0,1,7,55,7,6,,43.5,8.0,1758.5,1064.0,1225.0,1225.0,1225.0,,,45,,,,,1.0.1746,20
candy ice_cream licorice_machine milkshake popcorn_kernel,,29,ice_cream licorice popped_kernel,70,20.217391304347824,42.69565217391305,111.56521739130434,11,8,749,super_hard,4.5,24,55,252,197,0,3,2,18,2.5,0.14285714285714285,,,1,0,5,177,4,2,,11.0,6.0,1834.0,200.0,200.0,200.0,200.0,,,107,,,,,1.0.1781,22
candy ice_cream licorice_machine milkshake popcorn_kernel,,29,ice_cream licorice popped_kernel,70,19.3,41.2,109.5,5,1,749,super_hard,3.0,10,12,74,62,0,1,4,5,2.0,0.14285714285714285,,,0,0,2,53,1,1,,29.5,8.5,1098.5,715.5,874.0,874.0,874.0,,,19,,,,,1.0.1820,10
candy ice_cream licorice_machine milkshake popcorn_kernel,,29,ice_cream licorice popped_kernel,70,38.1875,80.3125,75.75,8,0,749,super_hard,1.0,16,0,23,23,0,0,0,16,2.5,0.18571428571428572,,,0,0,13,7,2,2,,52.5,23.0,8723.5,6927.0,38830.0,38830.0,38830.0,,,21,,,,,1.0.1895,15
candy chocolate coin,,20,coin,0,47.10526315789474,96.21052631578948,70.42105263157895,19,0,750,bonus,1.0,19,0,19,19,0,11,0,8,0.0,,,,11,0,8,,0,0,,56.0,8.0,1571.0,458.0,593.0,593.0,593.0,,,8,,,,,1.0.1746,19
candy chocolate coin,,20,coin,0,13.0,29.09090909090909,118.36363636363636,22,0,750,bonus,1.0,21,1,23,22,0,17,1,4,0.0,,,,17,1,4,,0,0,,8.0,7.0,1203.5,471.0,586.0,586.0,586.0,,,10,,,,,1.0.1781,21
candy chocolate coin,,20,coin,0,19.90909090909091,42.63636363636363,105.72727272727273,11,0,750,bonus,1.0,11,0,11,11,0,8,0,3,0.0,,,,8,0,3,,0,0,,28.0,7.0,1363.0,892.5,1058.0,1058.0,1058.0,,,6,,,,,1.0.1820,11
candy chocolate coin,,20,coin,0,35.4,74.8,80.86666666666666,15,0,750,bonus,1.0,15,0,15,15,0,3,0,12,0.0,,,,3,0,12,,0,0,,28.0,19.0,10021.0,6617.5,33233.0,33233.0,33233.0,,,15,,,,,1.0.1895,15
bubble bubble_spawner candy licorice_machine red_white_candy_machine,,30,bubble licorice red_white_candy,112,46.0,94.0,70.52631578947368,4,0,751,normal,1.0,19,0,20,20,0,0,11,8,9.0,0.08035714285714286,,,0,10,8,1,0,0,,56.0,8.0,1861.0,694.5,864.0,864.0,864.0,,,8,,,,,1.0.1746,19
bubble bubble_spawner candy licorice_machine red_white_candy_machine,,30,bubble licorice red_white_candy,112,14.428571428571429,31.428571428571427,119.28571428571429,1,1,751,normal,1.0,21,0,24,24,0,0,16,5,9.0,0.0625,,,0,13,5,3,0,0,,8.0,7.0,1460.0,677.0,743.0,743.0,743.0,,,17,,,,,1.0.1781,21
bubble bubble_spawner candy licorice_machine red_white_candy_machine,,30,bubble licorice red_white_candy,112,20.90909090909091,44.63636363636363,105.72727272727273,3,0,751,normal,1.0,11,1,13,12,0,0,8,3,7.0,0.09821428571428571,,,0,7,3,1,1,1,,28.0,7.0,2020.0,1602.5,2020.0,2020.0,2020.0,,,8,,,,,1.0.1820,11
bubble bubble_spawner candy licorice_machine red_white_candy_machine,,30,bubble licorice red_white_candy,112,36.0,75.93333333333334,80.93333333333334,2,0,751,normal,1.0,15,0,15,15,0,0,3,12,9.0,,,,0,3,12,,1,1,,28.0,19.0,10288.0,6822.5,33469.0,33469.0,33469.0,,,13,,,,,1.0.1895,15
candy caramel ice_cream milkshake,,27,caramel ice_cream,79,40.1578947368421,81.63157894736842,70.57894736842105,12,3,752,normal,1.0,20,18,79,61,0,1,0,18,1.5,0.22784810126582278,,,0,0,11,47,7,4,,56.0,8.0,1889.0,831.5,902.0,902.0,902.0,,,21,,,,,1.0.1746,20
candy caramel ice_cream milkshake,,27,caramel ice_cream,79,14.142857142857142,30.80952380952381,119.38095238095238,14,0,752,normal,2.0,22,13,107,94,0,3,0,18,1.0,0.26582278481012656,,,1,0,9,74,9,8,,9.0,8.0,1490.0,714.0,785.0,785.0,785.0,,,54,,,,,1.0.1781,22
candy caramel ice_cream milkshake,,27,caramel ice_cream,79,20.454545454545453,43.72727272727273,105.9090909090909,10,9,752,normal,5.0,12,26,151,125,0,1,0,10,1.0,0.22784810126582278,,,0,0,2,114,2,2,,28.0,7.0,2040.0,1175.0,2040.0,2040.0,2040.0,,,26,,,,,1.0.1820,12
candy caramel ice_cream milkshake,,27,caramel ice_cream,79,25.933333333333334,55.53333333333333,81.06666666666666,11,0,752,normal,1.0,15,3,30,27,0,0,0,15,1.0,0.26582278481012656,,,0,0,11,12,8,6,,28.0,19.0,9406.0,6905.5,33509.0,33509.0,33509.0,,,18,,,,,1.0.1895,15
candy chocolate soda waffle,,27,chocolate soda waffle,68,25.95,53.65,79.6,7,1,753,normal,1.0,20,1,25,24,1,8,0,11,4.5,0.08823529411764705,,,6,0,10,4,2,2,,43.5,8.0,1836.5,393.5,771.0,771.0,771.0,,,12,,,,,1.0.1746,20
candy chocolate soda waffle,,27,chocolate soda waffle,68,10.047619047619047,22.095238095238095,102.23809523809524,10,3,753,normal,1.0,21,0,28,28,0,11,1,9,3.0,0.08823529411764705,,,8,1,9,7,1,1,,10.0,5.0,994.0,735.0,801.0,801.0,801.0,,,16,,,,,1.0.1781,21
candy chocolate soda waffle,,27,chocolate soda waffle,68,17.083333333333332,36.666666666666664,133.25,4,2,753,normal,1.5,12,1,22,21,0,10,0,2,3.5,0.14705882352941177,,,5,0,1,9,1,1,,31.5,8.0,2493.0,1292.0,2054.0,2054.0,2054.0,,,10,,,,,1.0.1820,12
candy chocolate soda waffle,,27,chocolate soda waffle,68,27.533333333333335,58.93333333333333,81.13333333333334,2,0,753,normal,1.0,15,0,15,15,0,4,0,11,4.0,,,,4,0,11,,1,1,,28.0,19.0,8524.0,6916.5,32628.0,32628.0,32628.0,,,11,,,,,1.0.1895,15
blueberry_melon candy cookie jelly,,30,blueberry cookie,36,27.05,55.95,79.65,1,1,754,normal,1.0,20,0,23,23,0,4,6,10,13.0,0.2222222222222222,,,3,5,10,4,1,0,,44.0,7.5,2023.5,5429.0,10811.0,10811.0,10811.0,,,15,,,,,1.0.1746,20
blueberry_melon candy cookie jelly,,30,blueberry cookie,36,11.380952380952381,24.761904761904763,102.23809523809524,1,0,754,normal,1.0,21,0,23,23,0,3,8,10,10.0,0.1388888888888889,,,2,7,10,2,0,0,,11.0,5.0,989.0,752.0,821.0,821.0,821.0,,,9,,,,,1.0.1781,21
blueberry_melon candy cookie jelly,,30,blueberry cookie,36,18.833333333333332,40.25,133.25,1,0,754,normal,1.0,12,1,15,14,0,6,5,1,11.5,0.19444444444444442,,,4,5,1,2,0,0,,31.5,8.0,2525.5,1372.5,2092.0,2092.0,2092.0,,,8,,,,,1.0.1820,12
blueberry_melon candy cookie jelly,,30,blueberry cookie,36,28.533333333333335,60.93333333333333,81.13333333333334,0,0,754,normal,1.0,15,0,15,15,0,0,4,11,15.0,,,,0,4,11,,0,0,,28.0,19.0,8554.0,6942.0,32682.0,32682.0,32682.0,,,12,,,,,1.0.1895,15
bubblegum candy macarons popcorn_kernel,,26,gum macarons popped_kernel,78,27.65,57.15,79.85,16,2,755,hard,2.5,20,15,100,85,0,2,3,15,1.0,0.4230769230769231,,,0,1,7,65,16,11,,44.0,8.5,2063.0,5581.5,10845.0,10845.0,10845.0,,,46,,,,,1.0.1746,20
bubblegum candy macarons popcorn_kernel,,26,gum macarons popped_kernel,78,12.476190476190476,26.952380952380953,102.23809523809524,12,4,755,hard,8.0,21,36,272,236,0,2,2,17,2.0,0.3846153846153846,,,0,0,3,216,9,9,,11.0,5.0,1042.0,788.0,842.0,842.0,842.0,,,87,,,,,1.0.1781,21
bubblegum candy macarons popcorn_kernel,,26,gum macarons popped_kernel,78,20.0,42.666666666666664,133.25,8,2,755,hard,4.0,12,6,70,64,0,2,4,6,2.0,0.3846153846153846,,,0,0,3,52,4,4,,31.5,9.0,2566.5,1419.5,2144.0,2144.0,2144.0,,,26,,,,,1.0.1820,12
bubblegum candy macarons popcorn_kernel,,26,gum macarons popped_kernel,78,31.214285714285715,66.5,76.85714285714286,10,0,755,hard,1.0,14,7,34,27,0,0,0,14,2.0,0.4615384615384615,,,0,0,10,15,14,6,,25.0,16.0,8362.5,6986.5,32739.0,32739.0,32739.0,,,24,,,,,1.0.1895,14
candy licorice_machine melon_plant,,28,licorice melon_plant melon_slice,42,27.25,56.45,80.0,1,0,756,normal,1.0,20,0,21,21,0,12,0,8,8.5,0.07142857142857142,,,11,0,8,1,1,1,,43.5,7.0,1880.0,5237.0,10051.0,10051.0,10051.0,,,11,,,,,1.0.1746,20
candy licorice_machine melon_plant,,28,licorice melon_plant melon_slice,42,10.7,23.1,100.65,5,0,756,normal,1.0,20,0,21,21,0,17,0,3,6.0,0.11904761904761904,,,16,0,3,1,0,0,,10.0,7.0,1246.0,1246.0,1349.0,1349.0,1349.0,,,18,,,,,1.0.1781,20
candy licorice_machine melon_plant,,28,licorice melon_plant melon_slice,42,16.833333333333332,36.25,134.08333333333334,4,0,756,normal,1.0,12,0,12,12,0,9,0,3,7.5,,,,9,0,3,,0,0,,31.5,8.0,2956.5,1131.0,1358.0,1358.0,1358.0,,,7,,,,,1.0.1820,12
candy licorice_machine melon_plant,,28,licorice melon_plant melon_slice,42,30.333333333333332,65.0,73.06666666666666,3,0,756,normal,1.0,15,0,15,15,0,5,0,10,6.0,,,,5,0,10,,1,1,,22.0,13.0,7539.0,3749.0,32871.0,32871.0,32871.0,,,9,,,,,1.0.1895,15
bubble bubble_spawner candy soda_can,,30,bubble soda soda_can,58,27.15,56.25,80.05,13,2,757,normal,1.0,20,1,48,47,0,1,11,8,1.5,0.3448275862068966,,,0,5,8,27,2,2,,43.5,7.0,1807.0,5271.5,10080.0,10080.0,10080.0,,,10,,,,,1.0.1746,20
bubble bubble_spawner candy soda_can,,30,bubble soda soda_can,58,11.65,25.0,100.7,13,3,757,normal,1.0,20,1,47,46,0,1,16,3,1.5,0.28448275862068967,,,0,10,1,26,3,3,,10.0,7.0,1278.0,1278.0,1369.0,1369.0,1369.0,,,33,,,,,1.0.1781,20
